pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
employee_directory_table_employee_review_john_smith_suggesting_insertions,employee_directory_table,employee_review_john_smith_suggesting_insertions,redline_only,employee_directory_table.docx,employee_review_john_smith_suggesting_insertions.docx,employee_directory_table_employee_review_john_smith_suggesting_insertions_redline.docx,employee_directory_table_employee_review_john_smith_suggesting_insertions_word_redline.docx,MISSING,employee_directory_table_employee_review_john_smith_suggesting_insertions_redline.pdf,employee_directory_table_employee_review_john_smith_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
employee_review_john_smith_suggesting_insertions_font_color_blue_demo_style_default_missing,employee_review_john_smith_suggesting_insertions,font_color_blue_demo_style_default_missing,redline_only,employee_review_john_smith_suggesting_insertions.docx,font_color_blue_demo_style_default_missing.docx,employee_review_john_smith_suggesting_insertions_font_color_blue_demo_style_default_missing_redline.docx,,MISSING,employee_review_john_smith_suggesting_insertions_font_color_blue_demo_style_default_missing_redline.pdf,MISSING,accepted_docx; pdf_accepted
font_color_blue_demo_style_default_missing_font_color_demo_style_default_missing,font_color_blue_demo_style_default_missing,font_color_demo_style_default_missing,redline_only,font_color_blue_demo_style_default_missing.docx,font_color_demo_style_default_missing.docx,font_color_blue_demo_style_default_missing_font_color_demo_style_default_missing_redline.docx,,MISSING,font_color_blue_demo_style_default_missing_font_color_demo_style_default_missing_redline.pdf,font_color_blue_demo_style_default_missing_font_color_demo_style_default_missing_word_redline_accepted.pdf,accepted_docx
font_color_demo_style_default_missing_font_family_demo_id_paraid_overflow,font_color_demo_style_default_missing,font_family_demo_id_paraid_overflow,redline_only,font_color_demo_style_default_missing.docx,font_family_demo_id_paraid_overflow.docx,font_color_demo_style_default_missing_font_family_demo_id_paraid_overflow_redline.docx,,MISSING,font_color_demo_style_default_missing_font_family_demo_id_paraid_overflow_redline.pdf,font_color_demo_style_default_missing_font_family_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
font_family_demo_id_paraid_overflow_font_size_12_demo_id_paraid_overflow,font_family_demo_id_paraid_overflow,font_size_12_demo_id_paraid_overflow,redline_only,font_family_demo_id_paraid_overflow.docx,font_size_12_demo_id_paraid_overflow.docx,font_family_demo_id_paraid_overflow_font_size_12_demo_id_paraid_overflow_redline.docx,,MISSING,font_family_demo_id_paraid_overflow_font_size_12_demo_id_paraid_overflow_redline.pdf,font_family_demo_id_paraid_overflow_font_size_12_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
font_size_12_demo_id_paraid_overflow_font_size_18_demo_style_default_missing,font_size_12_demo_id_paraid_overflow,font_size_18_demo_style_default_missing,redline_only,font_size_12_demo_id_paraid_overflow.docx,font_size_18_demo_style_default_missing.docx,font_size_12_demo_id_paraid_overflow_font_size_18_demo_style_default_missing_redline.docx,,MISSING,font_size_12_demo_id_paraid_overflow_font_size_18_demo_style_default_missing_redline.pdf,font_size_12_demo_id_paraid_overflow_font_size_18_demo_style_default_missing_word_redline_accepted.pdf,accepted_docx
font_size_18_demo_style_default_missing_font_size_24_demo_id_paraid_overflow,font_size_18_demo_style_default_missing,font_size_24_demo_id_paraid_overflow,redline_only,font_size_18_demo_style_default_missing.docx,font_size_24_demo_id_paraid_overflow.docx,font_size_18_demo_style_default_missing_font_size_24_demo_id_paraid_overflow_redline.docx,,MISSING,font_size_18_demo_style_default_missing_font_size_24_demo_id_paraid_overflow_redline.pdf,font_size_18_demo_style_default_missing_font_size_24_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
font_size_24_demo_id_paraid_overflow_font_size_demo_id_paraid_overflow,font_size_24_demo_id_paraid_overflow,font_size_demo_id_paraid_overflow,redline_only,font_size_24_demo_id_paraid_overflow.docx,font_size_demo_id_paraid_overflow.docx,font_size_24_demo_id_paraid_overflow_font_size_demo_id_paraid_overflow_redline.docx,,MISSING,font_size_24_demo_id_paraid_overflow_font_size_demo_id_paraid_overflow_redline.pdf,font_size_24_demo_id_paraid_overflow_font_size_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
font_size_demo_id_paraid_overflow_footnotes_sample,font_size_demo_id_paraid_overflow,footnotes_sample,redline_only,font_size_demo_id_paraid_overflow.docx,footnotes_sample.docx,,font_size_demo_id_paraid_overflow_footnotes_sample_word_redline.docx,MISSING,font_size_demo_id_paraid_overflow_footnotes_sample_redline.pdf,font_size_demo_id_paraid_overflow_footnotes_sample_word_redline_accepted.pdf,accepted_docx
font_size_demo_id_paraid_overflow_green_bold_text_demo_id_paraid_overflow,font_size_demo_id_paraid_overflow,green_bold_text_demo_id_paraid_overflow,redline_only,font_size_demo_id_paraid_overflow.docx,green_bold_text_demo_id_paraid_overflow.docx,font_size_demo_id_paraid_overflow_green_bold_text_demo_id_paraid_overflow_redline.docx,,MISSING,font_size_demo_id_paraid_overflow_green_bold_text_demo_id_paraid_overflow_redline.pdf,MISSING,accepted_docx; pdf_accepted
footnotes_sample_gdocs_comments_export,footnotes_sample,gdocs_comments_export,redline_only,footnotes_sample.docx,gdocs_comments_export.docx,,footnotes_sample_gdocs_comments_export_word_redline.docx,MISSING,footnotes_sample_gdocs_comments_export_redline.pdf,footnotes_sample_gdocs_comments_export_word_redline_accepted.pdf,accepted_docx
gdocs_comments_export_green_bold_text_demo_id_paraid_overflow,gdocs_comments_export,green_bold_text_demo_id_paraid_overflow,redline_only,gdocs_comments_export.docx,green_bold_text_demo_id_paraid_overflow.docx,,gdocs_comments_export_green_bold_text_demo_id_paraid_overflow_word_redline.docx,MISSING,gdocs_comments_export_green_bold_text_demo_id_paraid_overflow_redline.pdf,gdocs_comments_export_green_bold_text_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
green_bold_text_demo_id_paraid_overflow_green_highlight_demo_id_paraid_overflow,green_bold_text_demo_id_paraid_overflow,green_highlight_demo_id_paraid_overflow,redline_only,green_bold_text_demo_id_paraid_overflow.docx,green_highlight_demo_id_paraid_overflow.docx,green_bold_text_demo_id_paraid_overflow_green_highlight_demo_id_paraid_overflow_redline.docx,,MISSING,green_bold_text_demo_id_paraid_overflow_green_highlight_demo_id_paraid_overflow_redline.pdf,green_bold_text_demo_id_paraid_overflow_green_highlight_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
green_highlight_demo_id_paraid_overflow_green_underline_bullet_list_id_paraid_overflow,green_highlight_demo_id_paraid_overflow,green_underline_bullet_list_id_paraid_overflow,redline_only,green_highlight_demo_id_paraid_overflow.docx,green_underline_bullet_list_id_paraid_overflow.docx,green_highlight_demo_id_paraid_overflow_green_underline_bullet_list_id_paraid_overflow_redline.docx,,MISSING,green_highlight_demo_id_paraid_overflow_green_underline_bullet_list_id_paraid_overflow_redline.pdf,green_highlight_demo_id_paraid_overflow_green_underline_bullet_list_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
green_underline_bullet_list_id_paraid_overflow_header_no_rels,green_underline_bullet_list_id_paraid_overflow,header_no_rels,redline_only,green_underline_bullet_list_id_paraid_overflow.docx,header_no_rels.docx,,green_underline_bullet_list_id_paraid_overflow_header_no_rels_word_redline.docx,MISSING,green_underline_bullet_list_id_paraid_overflow_header_no_rels_redline.pdf,green_underline_bullet_list_id_paraid_overflow_header_no_rels_word_redline_accepted.pdf,accepted_docx
green_underline_bullet_list_id_paraid_overflow_heading_1_bold_demo_id_paraid_overflow,green_underline_bullet_list_id_paraid_overflow,heading_1_bold_demo_id_paraid_overflow,redline_only,green_underline_bullet_list_id_paraid_overflow.docx,heading_1_bold_demo_id_paraid_overflow.docx,green_underline_bullet_list_id_paraid_overflow_heading_1_bold_demo_id_paraid_overflow_redline.docx,,MISSING,green_underline_bullet_list_id_paraid_overflow_heading_1_bold_demo_id_paraid_overflow_redline.pdf,MISSING,accepted_docx; pdf_accepted
header_no_rels_heading_1_bold_demo_id_paraid_overflow,header_no_rels,heading_1_bold_demo_id_paraid_overflow,redline_only,header_no_rels.docx,heading_1_bold_demo_id_paraid_overflow.docx,,header_no_rels_heading_1_bold_demo_id_paraid_overflow_word_redline.docx,MISSING,header_no_rels_heading_1_bold_demo_id_paraid_overflow_redline.pdf,header_no_rels_heading_1_bold_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
heading_1_bold_demo_id_paraid_overflow_heading_1_style_demo_id_paraid_overflow,heading_1_bold_demo_id_paraid_overflow,heading_1_style_demo_id_paraid_overflow,redline_only,heading_1_bold_demo_id_paraid_overflow.docx,heading_1_style_demo_id_paraid_overflow.docx,heading_1_bold_demo_id_paraid_overflow_heading_1_style_demo_id_paraid_overflow_redline.docx,,MISSING,heading_1_bold_demo_id_paraid_overflow_heading_1_style_demo_id_paraid_overflow_redline.pdf,heading_1_bold_demo_id_paraid_overflow_heading_1_style_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
heading_1_style_demo_id_paraid_overflow_heading_2_center_demo_id_paraid_overflow,heading_1_style_demo_id_paraid_overflow,heading_2_center_demo_id_paraid_overflow,redline_only,heading_1_style_demo_id_paraid_overflow.docx,heading_2_center_demo_id_paraid_overflow.docx,heading_1_style_demo_id_paraid_overflow_heading_2_center_demo_id_paraid_overflow_redline.docx,,MISSING,heading_1_style_demo_id_paraid_overflow_heading_2_center_demo_id_paraid_overflow_redline.pdf,heading_1_style_demo_id_paraid_overflow_heading_2_center_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
heading_2_center_demo_id_paraid_overflow_heading_2_style_demo_id_paraid_overflow,heading_2_center_demo_id_paraid_overflow,heading_2_style_demo_id_paraid_overflow,redline_only,heading_2_center_demo_id_paraid_overflow.docx,heading_2_style_demo_id_paraid_overflow.docx,heading_2_center_demo_id_paraid_overflow_heading_2_style_demo_id_paraid_overflow_redline.docx,,MISSING,heading_2_center_demo_id_paraid_overflow_heading_2_style_demo_id_paraid_overflow_redline.pdf,heading_2_center_demo_id_paraid_overflow_heading_2_style_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
heading_2_style_demo_id_paraid_overflow_heading_3_center_italic_id_paraid_overflow,heading_2_style_demo_id_paraid_overflow,heading_3_center_italic_id_paraid_overflow,redline_only,heading_2_style_demo_id_paraid_overflow.docx,heading_3_center_italic_id_paraid_overflow.docx,heading_2_style_demo_id_paraid_overflow_heading_3_center_italic_id_paraid_overflow_redline.docx,,MISSING,heading_2_style_demo_id_paraid_overflow_heading_3_center_italic_id_paraid_overflow_redline.pdf,heading_2_style_demo_id_paraid_overflow_heading_3_center_italic_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
heading_3_center_italic_id_paraid_overflow_heading_3_style_demo_id_paraid_overflow_2,heading_3_center_italic_id_paraid_overflow,heading_3_style_demo_id_paraid_overflow_2,redline_only,heading_3_center_italic_id_paraid_overflow.docx,heading_3_style_demo_id_paraid_overflow_2.docx,heading_3_center_italic_id_paraid_overflow_heading_3_style_demo_id_paraid_overflow_2_redline.docx,,MISSING,heading_3_center_italic_id_paraid_overflow_heading_3_style_demo_id_paraid_overflow_2_redline.pdf,heading_3_center_italic_id_paraid_overflow_heading_3_style_demo_id_paraid_overflow_2_word_redline_accepted.pdf,accepted_docx
heading_3_style_demo_id_paraid_overflow_2_heading_3_style_demo_id_paraid_overflow,heading_3_style_demo_id_paraid_overflow_2,heading_3_style_demo_id_paraid_overflow,redline_only,heading_3_style_demo_id_paraid_overflow_2.docx,heading_3_style_demo_id_paraid_overflow.docx,heading_3_style_demo_id_paraid_overflow_2_heading_3_style_demo_id_paraid_overflow_redline.docx,,MISSING,heading_3_style_demo_id_paraid_overflow_2_heading_3_style_demo_id_paraid_overflow_redline.pdf,heading_3_style_demo_id_paraid_overflow_2_heading_3_style_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
heading_3_style_demo_id_paraid_overflow_heading_4_right_italic_id_paraid_overflow,heading_3_style_demo_id_paraid_overflow,heading_4_right_italic_id_paraid_overflow,redline_only,heading_3_style_demo_id_paraid_overflow.docx,heading_4_right_italic_id_paraid_overflow.docx,heading_3_style_demo_id_paraid_overflow_heading_4_right_italic_id_paraid_overflow_redline.docx,,MISSING,heading_3_style_demo_id_paraid_overflow_heading_4_right_italic_id_paraid_overflow_redline.pdf,heading_3_style_demo_id_paraid_overflow_heading_4_right_italic_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
heading_4_right_italic_id_paraid_overflow_heading_4_style_demo_id_paraid_overflow_2,heading_4_right_italic_id_paraid_overflow,heading_4_style_demo_id_paraid_overflow_2,redline_only,heading_4_right_italic_id_paraid_overflow.docx,heading_4_style_demo_id_paraid_overflow_2.docx,heading_4_right_italic_id_paraid_overflow_heading_4_style_demo_id_paraid_overflow_2_redline.docx,,MISSING,heading_4_right_italic_id_paraid_overflow_heading_4_style_demo_id_paraid_overflow_2_redline.pdf,heading_4_right_italic_id_paraid_overflow_heading_4_style_demo_id_paraid_overflow_2_word_redline_accepted.pdf,accepted_docx
heading_4_style_demo_id_paraid_overflow_2_heading_4_style_demo_id_paraid_overflow,heading_4_style_demo_id_paraid_overflow_2,heading_4_style_demo_id_paraid_overflow,redline_only,heading_4_style_demo_id_paraid_overflow_2.docx,heading_4_style_demo_id_paraid_overflow.docx,heading_4_style_demo_id_paraid_overflow_2_heading_4_style_demo_id_paraid_overflow_redline.docx,,MISSING,heading_4_style_demo_id_paraid_overflow_2_heading_4_style_demo_id_paraid_overflow_redline.pdf,heading_4_style_demo_id_paraid_overflow_2_heading_4_style_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
heading_4_style_demo_id_paraid_overflow_helvetica_font_demo_style_default_missing,heading_4_style_demo_id_paraid_overflow,helvetica_font_demo_style_default_missing,redline_only,heading_4_style_demo_id_paraid_overflow.docx,helvetica_font_demo_style_default_missing.docx,heading_4_style_demo_id_paraid_overflow_helvetica_font_demo_style_default_missing_redline.docx,,MISSING,heading_4_style_demo_id_paraid_overflow_helvetica_font_demo_style_default_missing_redline.pdf,heading_4_style_demo_id_paraid_overflow_helvetica_font_demo_style_default_missing_word_redline_accepted.pdf,accepted_docx
helvetica_font_demo_style_default_missing_hr_onboarding_checklist_table,helvetica_font_demo_style_default_missing,hr_onboarding_checklist_table,redline_only,helvetica_font_demo_style_default_missing.docx,hr_onboarding_checklist_table.docx,helvetica_font_demo_style_default_missing_hr_onboarding_checklist_table_redline.docx,,MISSING,helvetica_font_demo_style_default_missing_hr_onboarding_checklist_table_redline.pdf,helvetica_font_demo_style_default_missing_hr_onboarding_checklist_table_word_redline_accepted.pdf,accepted_docx
hr_onboarding_checklist_table_I_am_sharing_Microsoft_Word_vs_Google_Docs_Comprehensive_Proof_with_you,hr_onboarding_checklist_table,I_am_sharing_Microsoft_Word_vs_Google_Docs_Comprehensive_Proof_with_you,redline_only,hr_onboarding_checklist_table.docx,I_am_sharing_Microsoft_Word_vs_Google_Docs_Comprehensive_Proof_with_you.docx,hr_onboarding_checklist_table_I_am_sharing_Microsoft_Word_vs_Google_Docs_Comprehensive_Proof_with_you_redline.docx,,MISSING,hr_onboarding_checklist_table_I_am_sharing_Microsoft_Word_vs_Google_Docs_Comprehensive_Proof_with_you_redline.pdf,MISSING,accepted_docx; pdf_accepted
increase_indent_demo_id_paraid_overflow_insert_link_demo_id_paraid_overflow,increase_indent_demo_id_paraid_overflow,insert_link_demo_id_paraid_overflow,redline_only,increase_indent_demo_id_paraid_overflow.docx,insert_link_demo_id_paraid_overflow.docx,increase_indent_demo_id_paraid_overflow_insert_link_demo_id_paraid_overflow_redline.docx,,MISSING,increase_indent_demo_id_paraid_overflow_insert_link_demo_id_paraid_overflow_redline.pdf,MISSING,accepted_docx; pdf_accepted
insert_link_demo_id_paraid_overflow_inventory_list_suggesting_deletions,insert_link_demo_id_paraid_overflow,inventory_list_suggesting_deletions,redline_only,insert_link_demo_id_paraid_overflow.docx,inventory_list_suggesting_deletions.docx,insert_link_demo_id_paraid_overflow_inventory_list_suggesting_deletions_redline.docx,insert_link_demo_id_paraid_overflow_inventory_list_suggesting_deletions_word_redline.docx,MISSING,insert_link_demo_id_paraid_overflow_inventory_list_suggesting_deletions_redline.pdf,insert_link_demo_id_paraid_overflow_inventory_list_suggesting_deletions_word_redline_accepted.pdf,accepted_docx
inventory_list_suggesting_deletions_inventory_list_suggesting_mixed_edits,inventory_list_suggesting_deletions,inventory_list_suggesting_mixed_edits,redline_only,inventory_list_suggesting_deletions.docx,inventory_list_suggesting_mixed_edits.docx,inventory_list_suggesting_deletions_inventory_list_suggesting_mixed_edits_redline.docx,inventory_list_suggesting_deletions_inventory_list_suggesting_mixed_edits_word_redline.docx,MISSING,inventory_list_suggesting_deletions_inventory_list_suggesting_mixed_edits_redline.pdf,inventory_list_suggesting_deletions_inventory_list_suggesting_mixed_edits_word_redline_accepted.pdf,accepted_docx
inventory_list_suggesting_mixed_edits_it_security_policy_v2_suggesting_insertions,inventory_list_suggesting_mixed_edits,it_security_policy_v2_suggesting_insertions,redline_only,inventory_list_suggesting_mixed_edits.docx,it_security_policy_v2_suggesting_insertions.docx,inventory_list_suggesting_mixed_edits_it_security_policy_v2_suggesting_insertions_redline.docx,inventory_list_suggesting_mixed_edits_it_security_policy_v2_suggesting_insertions_word_redline.docx,MISSING,inventory_list_suggesting_mixed_edits_it_security_policy_v2_suggesting_insertions_redline.pdf,inventory_list_suggesting_mixed_edits_it_security_policy_v2_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
it_security_policy_v2_suggesting_insertions_italic_and_underline_combo_style_default_missing,it_security_policy_v2_suggesting_insertions,italic_and_underline_combo_style_default_missing,redline_only,it_security_policy_v2_suggesting_insertions.docx,italic_and_underline_combo_style_default_missing.docx,it_security_policy_v2_suggesting_insertions_italic_and_underline_combo_style_default_missing_redline.docx,it_security_policy_v2_suggesting_insertions_italic_and_underline_combo_style_default_missing_word_redline.docx,MISSING,it_security_policy_v2_suggesting_insertions_italic_and_underline_combo_style_default_missing_redline.pdf,it_security_policy_v2_suggesting_insertions_italic_and_underline_combo_style_default_missing_word_redline_accepted.pdf,accepted_docx
italic_and_underline_combo_style_default_missing_italic_subscript_demo_style_default_missing,italic_and_underline_combo_style_default_missing,italic_subscript_demo_style_default_missing,redline_only,italic_and_underline_combo_style_default_missing.docx,italic_subscript_demo_style_default_missing.docx,italic_and_underline_combo_style_default_missing_italic_subscript_demo_style_default_missing_redline.docx,,MISSING,italic_and_underline_combo_style_default_missing_italic_subscript_demo_style_default_missing_redline.pdf,italic_and_underline_combo_style_default_missing_italic_subscript_demo_style_default_missing_word_redline_accepted.pdf,accepted_docx
italic_subscript_demo_style_default_missing_italic_text_formatting_demo_id_paraid_overflow_2,italic_subscript_demo_style_default_missing,italic_text_formatting_demo_id_paraid_overflow_2,redline_only,italic_subscript_demo_style_default_missing.docx,italic_text_formatting_demo_id_paraid_overflow_2.docx,italic_subscript_demo_style_default_missing_italic_text_formatting_demo_id_paraid_overflow_2_redline.docx,,MISSING,italic_subscript_demo_style_default_missing_italic_text_formatting_demo_id_paraid_overflow_2_redline.pdf,italic_subscript_demo_style_default_missing_italic_text_formatting_demo_id_paraid_overflow_2_word_redline_accepted.pdf,accepted_docx
italic_text_formatting_demo_id_paraid_overflow_2_italic_text_formatting_demo_id_paraid_overflow,italic_text_formatting_demo_id_paraid_overflow_2,italic_text_formatting_demo_id_paraid_overflow,redline_only,italic_text_formatting_demo_id_paraid_overflow_2.docx,italic_text_formatting_demo_id_paraid_overflow.docx,italic_text_formatting_demo_id_paraid_overflow_2_italic_text_formatting_demo_id_paraid_overflow_redline.docx,,MISSING,italic_text_formatting_demo_id_paraid_overflow_2_italic_text_formatting_demo_id_paraid_overflow_redline.pdf,italic_text_formatting_demo_id_paraid_overflow_2_italic_text_formatting_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
italic_text_formatting_demo_id_paraid_overflow_italic_underline_combined_demo_id_paraid_overflow,italic_text_formatting_demo_id_paraid_overflow,italic_underline_combined_demo_id_paraid_overflow,redline_only,italic_text_formatting_demo_id_paraid_overflow.docx,italic_underline_combined_demo_id_paraid_overflow.docx,italic_text_formatting_demo_id_paraid_overflow_italic_underline_combined_demo_id_paraid_overflow_redline.docx,,MISSING,italic_text_formatting_demo_id_paraid_overflow_italic_underline_combined_demo_id_paraid_overflow_redline.pdf,italic_text_formatting_demo_id_paraid_overflow_italic_underline_combined_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
italic_underline_combined_demo_id_paraid_overflow_justified_underline_demo_id_paraid_overflow,italic_underline_combined_demo_id_paraid_overflow,justified_underline_demo_id_paraid_overflow,redline_only,italic_underline_combined_demo_id_paraid_overflow.docx,justified_underline_demo_id_paraid_overflow.docx,italic_underline_combined_demo_id_paraid_overflow_justified_underline_demo_id_paraid_overflow_redline.docx,,MISSING,italic_underline_combined_demo_id_paraid_overflow_justified_underline_demo_id_paraid_overflow_redline.pdf,italic_underline_combined_demo_id_paraid_overflow_justified_underline_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
justified_underline_demo_id_paraid_overflow_justify_alignment_demo_id_paraid_overflow_2,justified_underline_demo_id_paraid_overflow,justify_alignment_demo_id_paraid_overflow_2,redline_only,justified_underline_demo_id_paraid_overflow.docx,justify_alignment_demo_id_paraid_overflow_2.docx,justified_underline_demo_id_paraid_overflow_justify_alignment_demo_id_paraid_overflow_2_redline.docx,,MISSING,justified_underline_demo_id_paraid_overflow_justify_alignment_demo_id_paraid_overflow_2_redline.pdf,justified_underline_demo_id_paraid_overflow_justify_alignment_demo_id_paraid_overflow_2_word_redline_accepted.pdf,accepted_docx
justify_alignment_demo_id_paraid_overflow_2_justify_alignment_demo_id_paraid_overflow,justify_alignment_demo_id_paraid_overflow_2,justify_alignment_demo_id_paraid_overflow,redline_only,justify_alignment_demo_id_paraid_overflow_2.docx,justify_alignment_demo_id_paraid_overflow.docx,justify_alignment_demo_id_paraid_overflow_2_justify_alignment_demo_id_paraid_overflow_redline.docx,,MISSING,justify_alignment_demo_id_paraid_overflow_2_justify_alignment_demo_id_paraid_overflow_redline.pdf,justify_alignment_demo_id_paraid_overflow_2_justify_alignment_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
justify_alignment_demo_id_paraid_overflow_large_font_size_demo_id_paraid_overflow,justify_alignment_demo_id_paraid_overflow,large_font_size_demo_id_paraid_overflow,redline_only,justify_alignment_demo_id_paraid_overflow.docx,large_font_size_demo_id_paraid_overflow.docx,justify_alignment_demo_id_paraid_overflow_large_font_size_demo_id_paraid_overflow_redline.docx,,MISSING,justify_alignment_demo_id_paraid_overflow_large_font_size_demo_id_paraid_overflow_redline.pdf,justify_alignment_demo_id_paraid_overflow_large_font_size_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
large_font_size_demo_id_paraid_overflow_left_alignment_demo_id_paraid_overflow,large_font_size_demo_id_paraid_overflow,left_alignment_demo_id_paraid_overflow,redline_only,large_font_size_demo_id_paraid_overflow.docx,left_alignment_demo_id_paraid_overflow.docx,large_font_size_demo_id_paraid_overflow_left_alignment_demo_id_paraid_overflow_redline.docx,,MISSING,large_font_size_demo_id_paraid_overflow_left_alignment_demo_id_paraid_overflow_redline.pdf,large_font_size_demo_id_paraid_overflow_left_alignment_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
left_alignment_demo_id_paraid_overflow_line_spacing_demo_id_paraid_overflow,left_alignment_demo_id_paraid_overflow,line_spacing_demo_id_paraid_overflow,redline_only,left_alignment_demo_id_paraid_overflow.docx,line_spacing_demo_id_paraid_overflow.docx,left_alignment_demo_id_paraid_overflow_line_spacing_demo_id_paraid_overflow_redline.docx,,MISSING,left_alignment_demo_id_paraid_overflow_line_spacing_demo_id_paraid_overflow_redline.pdf,left_alignment_demo_id_paraid_overflow_line_spacing_demo_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions,line_spacing_demo_id_paraid_overflow,marketing_strategy_2026_suggesting_insertions,redline_only,line_spacing_demo_id_paraid_overflow.docx,marketing_strategy_2026_suggesting_insertions.docx,line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions_redline.docx,line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions_word_redline.docx,MISSING,line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions_redline.pdf,line_spacing_demo_id_paraid_overflow_marketing_strategy_2026_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
marketing_strategy_2026_suggesting_insertions_meeting_agenda_table_2,marketing_strategy_2026_suggesting_insertions,meeting_agenda_table_2,redline_only,marketing_strategy_2026_suggesting_insertions.docx,meeting_agenda_table_2.docx,marketing_strategy_2026_suggesting_insertions_meeting_agenda_table_2_redline.docx,,MISSING,marketing_strategy_2026_suggesting_insertions_meeting_agenda_table_2_redline.pdf,MISSING,accepted_docx; pdf_accepted
mcdoc_meeting_agenda_table_2,mcdoc,meeting_agenda_table_2,redline_only,mcdoc.docx,meeting_agenda_table_2.docx,,mcdoc_meeting_agenda_table_2_word_redline.docx,MISSING,mcdoc_meeting_agenda_table_2_redline.pdf,mcdoc_meeting_agenda_table_2_word_redline_accepted.pdf,accepted_docx
meeting_agenda_table_2_meeting_agenda_table,meeting_agenda_table_2,meeting_agenda_table,redline_only,meeting_agenda_table_2.docx,meeting_agenda_table.docx,meeting_agenda_table_2_meeting_agenda_table_redline.docx,,MISSING,meeting_agenda_table_2_meeting_agenda_table_redline.pdf,meeting_agenda_table_2_meeting_agenda_table_word_redline_accepted.pdf,accepted_docx
meeting_agenda_table_meeting_minutes_id_paraid_overflow,meeting_agenda_table,meeting_minutes_id_paraid_overflow,redline_only,meeting_agenda_table.docx,meeting_minutes_id_paraid_overflow.docx,meeting_agenda_table_meeting_minutes_id_paraid_overflow_redline.docx,,MISSING,meeting_agenda_table_meeting_minutes_id_paraid_overflow_redline.pdf,meeting_agenda_table_meeting_minutes_id_paraid_overflow_word_redline_accepted.pdf,accepted_docx
meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions,meeting_minutes_id_paraid_overflow,meeting_minutes_suggesting_insertions,redline_only,meeting_minutes_id_paraid_overflow.docx,meeting_minutes_suggesting_insertions.docx,meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions_redline.docx,meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions_word_redline.docx,MISSING,meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions_redline.pdf,meeting_minutes_id_paraid_overflow_meeting_minutes_suggesting_insertions_word_redline_accepted.pdf,accepted_docx
meeting_minutes_suggesting_insertions_multi_section,meeting_minutes_suggesting_insertions,multi_section,redline_only,meeting_minutes_suggesting_insertions.docx,multi_section.docx,,meeting_minutes_suggesting_insertions_multi_section_word_redline.docx,MISSING,meeting_minutes_suggesting_insertions_multi_section_redline.pdf,meeting_minutes_suggesting_insertions_multi_section_word_redline_accepted.pdf,accepted_docx
meeting_minutes_suggesting_insertions_numbered_list_demo_id_paraid_overflow,meeting_minutes_suggesting_insertions,numbered_list_demo_id_paraid_overflow,redline_only,meeting_minutes_suggesting_insertions.docx,numbered_list_demo_id_paraid_overflow.docx,meeting_minutes_suggesting_insertions_numbered_list_demo_id_paraid_overflow_redline.docx,,MISSING,meeting_minutes_suggesting_insertions_numbered_list_demo_id_paraid_overflow_redline.pdf,MISSING,accepted_docx; pdf_accepted
